"","fb_data9.message"
"149","#94497번째울림
2017. 09. 15. 오후
<사랑>
ㅎㅎㅎㅎ 명륜 고학번인데(입학할때 대통령 MB였습니다) 새내기들 너무너무 귀엽네요 ㅎ.ㅎ 순수하고, 착하고, 무슨말만 하면 빵빵 터지고ㅎㅎ

저희 엄마랑 아빠랑 여섯살 차이 나는 씨씨이신데요. 어떻게 친해졌냐고 물어보니까, 옛날에 올림픽 탁구결승인가 거기에 현정화라는 탁구선수가 나왔는데 굉장히 예뻐서 엄마가 팬이었데요. 

근데, 당시 6살 많은 복학생이던 아빠가, ""현정화가 뭐가 예쁘냐, 자오즈민(당시 상대방 중국선수)이 훨씬 예쁘다"" 고 계속 놀렸데요ㅋㅋㅋㅋ근데 웃긴게계속 놀리는데 엄마는 대꾸할 마땅한 말을 못 찾아서 분해서 울었어요 ㅋㅋㅋㅋㅋㅋ이게 뭐라고 울고 ㅋㅋㅋㅋ. 관심 있어서 그런것도 모르고 ㅋㅋㅋㅋ 엄마 너무 귀여운 것 같에요. 

아버지가 잘생긴 것도 있지만(이국적인 조재훈 느낌) 그래도, 그 유치한 싸움때문에 아빠한테 낚여가지곸ㅋㅋㅋㅋ 밥먹고, 친해지고 그러다가 사귀게 됬데요 ㅋㅋㅋㅋ 엄마는 아빠가 잘생겨서 좋았다지만 아빠는 엄마가, 자기가 하는 모든 말과 행동에 진심으로 반응하는 그 모습이 너무너무 예뻤데요. 

사실 엄마는 나보다 어른이지만 지금도 귀여우세요. 서운하게 하면 진짜로 속상해 하고, 잘 해주면 진심으로 기뻐하고... 얼굴에 드러나는 사람이에요.ㅋ.ㅋ전에는 몰랐는데, 아빠가 엄마를 왜 사랑하게 됬는지 이제는 알거 같에요. 

어제 후배들하고 밥먹고 술먹으면서, 엄마 생각이
많이 났어요. 착하고, 순수하고, 내가 하는 말과 행동에 진심으로 반응하는 아이들 ㅋㅋ너무 예쁘고 사랑스러웠어요(외모가 반드시 뛰어나다는게 아니라, 그 모습이 행동이)

 저도... 이번학기는 오랜만에, 설렐 것 같아요 ㅎㅎ
기분이 좋네요 ㅎㅎ"
"150","#94496번째울림
2017. 09. 16. 오전
<사랑>
ㅎㅎ안녕 전남친아 
나 너랑 헤어지고 정말 많이 힘들었다
근데 이번에 큰맘먹고 난생처음 소개팅도 했어
일년동안은 혼자만의 죄책감에 남자를 못만나겠더라구
근데 나 이제 행복하고싶어서
넌 어짜피 신경도 안쓰겠지만 이렇게 너란 그늘에서 벗어나는건가 싶어
우리 앞으로도 우연히라도 마주치지 말자
안녕"
"151","#94495번째울림
2017. 09. 16. 오전
<군대>
입대를 한 달 앞둔 2학년 휴학생입니다.
한 달 동안 무엇을 하는 게 좋을까요?"
"152","#94494번째울림
2017. 09. 16. 오전
<학교>
대수웊ㅠㅠ
이번 학기 교양에서 정말 대박적 제 이상형인 남자분을 봤어요... 보자마자 와 저분이다싶을 정도로ㅠㅠ
근데 너무 잘생겨서 번호도 못물어보겠고 말도 못걸겠고!! 주변에 좋다는 여자 많을거같고 눈도 높을거같고!! 까이면 너무나 맘이 아플거같고... 어떻게해요오오"
"153","#94493번째울림
2017. 09. 16. 오전
<인간관계>
저는  대체  왜이렇게  살까요  이글이  언제올라갈지  모르겠지만  전  그냥 술먹고  용기감에  올려봐요  음  전  그냥  노답이에요  중학교부터  전  아는 친구들은  짱많아요  복도에서  친구들이랑  인사를  많이하져  고등학교 때도  물론이에요  전  지나가면  흔히 이과친구들이  모르는  문과친구들과도  인사를  열심히  하고다녔어요  ...하지만  친구들은  저와  친하고  저의 반응이  재밌단  이유로 많이놀렸어요  흔히  말해  베프  자신의  이야기를  편히  이야기를 할수있는  친구업ㅇ  고등학교를  졸업한  저는 다른지역  수도권에  올라와  새로운  인간  관계를  만들기로 했어요...전  되게  잘맞는  친구를  만났어요 누가봐도  저와  그  친구는 비프고  누가봐도  같이지냈조  하지만  그 친구와 제가 좋아하는 여자에  대해  이야기  할수없었어요  제가  좋아하는  여자는  같은과이며  제  주변의  모든  친구들이  그여자와  왜안사귀냐고 물어봤어요 그 여자와  일반적으로  할수있는건  다해봤어요 너무구체적이면  제가  누군지  알수 있기에 숨기겠지만:..하지만  그 여자는  항상  저에게  미안하다고만  하네요 저는  항상  비는입장이지만  저스스로가  한심해요  당하고  혼자좋아하고 저는  왜이렇ㄱ 찌질하거  주변사람들을  힘들게  만들까요  전  그냥  단지  저를  이해해줄  친구가  필요한거같아요 ...그게  세상에서  제일힘든거맞죠...?-1-"
"154","#94492번째울림
2017. 09. 16. 오전
<사는얘기>
+#사랑
본인 빼고는 타인이에요.
타인한테 기대를 하는 건 자신의 자유의지지만 그 기대에 부응하는건  그 사람의 자유의지니까
연인이 당신 기대에 못미친다고 실망은 하지마세요... 그럼 본인만 힘들어져요
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
 그런걸로 화낸다고 그 사람이 크게 바뀌는 것도 아니에요 
아 진짜 내가 잘못해서 헤어진거같은데 너무.힘들당 >_<"
"155","#94491번째울림
2017. 09. 15. 오후
<사랑>
남자친구 앞에서 서운해서 울어도 봤고 같은 얘길 반복하는데도 달라지지 않고 그런거때문에 맨날 혼자 안울고 지나가는 날이 없다면... 가슴아파도 이별이 답이겠죠??..."
"156","#94490번째울림
2017. 09. 15. 오후
<사랑>
술 마시니까 헤어진 남자친구가 너무 보고싶어요
사실 헤어진 상태인 지금의 전 남자친구가 아니라
저를 아끼고 사랑해주던 과거의 남자친구가 너무 그리워요
며칠 전 까지만 해도 미련이 남아서 혼자 계속 연락했었는데
살면서 한번도 들어본 적 없는 모진 말을 듣고
이제 얘는 더이상 과거의 그아이가 아니란 걸 깨달았어요
그 이후로 연락하지는 않는데
자꾸 과거의 그 아이가 생각나요
취하면 반달눈을 해가며 웃음짓고
가끔 강아지처럼 제 품에 얼굴을 묻고 부비적대던
그런 모습이 떠올라요
정말 저를 갑자기 차버리고도 평소처럼 잘살고 있을
지금의 걔는 꼴보기도 싫은데
과거의 그 아이를 못 잊겠어요
오직 제 추억 속에만 존재하기 때문에 더 슬프네요"
"157","#94489번째울림
2017. 09. 15. 오후
<저.. 진지합니다>
자신이 학교폭력 피해자였는데, 과외해주는 학생이 학교폭력 가해자라는걸 알게 되었다면 어떻게 하시겠어요?
그 사실을 본인이 자랑스럽게 이야기하더라구요
양심상 몇달 안에 그만은 둘거지만 등록금 돈이 필요해서 기존에 하던 알바에 보태서 당장은 조금 더 벌긴 해야하거든요...근데 제가 이러고 있는게...그 애한테 당한 피해자 가슴에 비수꽂는거나 다름이 없는 짓 같아서 힘드네요...나도 당할 때 그렇게 힘들었는데....어떻게 해야하죠"
"158","#94488번째울림
2017. 09. 15. 오후
<사랑>
너한테 차인지 1년이 다되어가는데 널 못잊는 내가 너무 한심해
나는 이미 졸업을 했고 넌 학교를 다니고 우리의 공통점은 같은 학교였단 것밖에 없었으니 우연히라도 마주칠 일은 없을텐데
난 여전히 네 번호를 못지우고 친구목록에서 널 삭제하지도 못해
그리고 아마 앞으로도 오랫동안 그럴 것만 같아
그러니 너라도 단호하게 날 끊어내줬음 좋겠다
그런척 했을진 몰라도 우린 좋게 이별한 게 아니었잖아
좋은 이별이란게 어딨어 
그런 게 있더라도 우리의 이별은 그런 게 아니었으니까"
"159","#94487번째울림
2017. 09. 15. 오후
<저.. 진지합니다>
남자친구가 제 사소한 걱정을 귀찮다하고 심지어 왜 자기에게 징징대냐고 화냅니다. 근데 저는 걱정을 나누려고 하기보단 그냥 일상을 공유하는 수준으로 하는 얘기라 어느정도가 남자친구가 듣기싫은 얘기인지 분간도 안가서 그냥 카톡하다가 남자친구가 짜증내면 그때서야 아차싶어요... 예를 들면 이런얘기에요. 교수님께서 맛있는 저녁 사주시겠다고 카톡이 왔는데 정말 비싼음식이지만 제가 못 먹는 음식이에요. 저만 먹는 게 아니고 다른 선배들도 함께하는 자리라 저 혼자 입맛에 안맞는다 할 수가 없어서 좋다고 했습니다. 그래서 막상 그 자리에 가서 제가 제대로 못 먹고 깨작댈까 걱정입니다. 이런 정도인데 남자친구한테 말하면 징징댄다는 소리를 들을 정도인가요? 정말 더도말고 덜도말고 상황설명만 했는데 말하자마자 짜증을 팍 내네요.. 전 이런반응 이해도 안가고 자주 상처받습니다.. 같이 걱정을 바란것도 아니고 그냥 너무 당연하게 제 일상을 공유하고자 한 말이었는데.. 왜 한소리 들어야되는거죠 징징대지말라고.. 원래 커플끼리 이정도 얘기 서로 안하나요? 제가 문제인걸까요?"
"160","#94486번째울림
2017. 09. 15. 오후
<학교>
유명무실한 기숙사 cctv....

안녕하세요 율전에 다니는 학부생입니다 세탁실에서 세탁물을 분실하게 되어 cctv를 확인하게 되었는데요 
충격입니다 대다수의 cctv가 그냥 실시간 모니터링만 가능할 뿐이고 녹화가 안 됩니다 수십 대 중에 정말 손에 꼽을 정도만 녹화기능이 켜져 있어요 거기에 더 가관인건 녹화가 켜진 카메라마저도 제대로 녹화가 안 됩니다 제멋대로 30분 가까이 녹화가 안 되기도 하고 그래요 

결과적으로 의심 가는 사람이 세탁물을 가져가는 순간이 녹화가 안 되었고 복도 카메라는 대부분 녹화가 안 되기에 어디에 사는 누군지도 못 찾았습니다 

당연한 얘기지만 본인 물건 철저하게 관리 하셔야 됩니다 cctv는 없는거나 마찬가지예요 훔쳐 가면 절대 못 찾아요 
분명히 고쳐져야 될 문제지만 더 이상 신뢰가 안 가기에 저 같은 희생자가 안 생기게끔 이곳에 글 올립니다"
"161","#94485번째울림
2017. 09. 15. 오후
<학교>
세탁물 분실한 학생인데 찾았습니다
cctv실 들어갔을때 숙소방 근처 카메라는 녹화되고 있던게 기억나서 그 부분만 마지막으로 찾아봐달라고 부탁했더니 1시간만에 찾았습니다 이렇게 금방 찾을걸 5일동안 못 찾고있었다니...... 여러모로 일처리가 대단합니다"
"162","#94484번째울림
2017. 09. 15. 오후
<사는얘기>
진짜 대선 때 홍준표 찍으려는 사람들 이해가 안갔는데 이제는 이해가 갈 것 같다.....
뒤늦게 이래봤자 소용없는건 알지만 그 시간으로 돌아간다면 홍준표를 찍을 것 같다.
군대를 가야하긴 하지만 군복무 안줄여도 되니까 제발 북한 도발에 대응 좀 똑바로 했으면 좋겠다.
인도적 지원은 또 다른 이야기라면서 계속 지원해주는 것 자체가 이해가 안간다. 
물론 인도적 차원에서의 지원은 좋은 의미다. 하지만 받아 쓰는 인간이 그걸 인도적 차원에 쓰질 않고 그 지원받은 걸로 우릴 협박하는데 도대체 왜 계속 지원은 해주는거지? 뭐 아낌없이 주는 나무 컨셉인가? 아낌없이 주는 나무는 결국 아낌없이 주다가 썩어 죽겠지...."
"163","#94483번째울림
2017. 09. 15. 오후
<사랑>
여기다가 제보하는거 맞나요?ㅠ
안녕하세요 대숲 저는 17학번이에요...요즘 제가 좋아하는 오빠가 생겼는데요ㅠㅠㅠ
그 오빠는 14학번이구 저랑 같은 수업을 들어요ㅠㅠㅠㅠ 저는 막 좋아하는 티를 내고 싶은데 막상 같이 수업을 들을 때는 제 행동도 어색하고 어떻게 해야할지를 모르겠어요 퓨ㅠㅠㅠㅠㅠㅠ오늘은 축제 같이 구경하자고 했는데  오빠가 집에 가야한다고 말했으면서 여사친이랑 공연 보고 있더라구요...ㅂㄷㅂㄷ
그래서 다음주에는 꼭 용기내서 밥 같이 먹자구 말하려고 하는데 그 오빠가 부담스러워하지는 않겠죠....?
선배님들 조언 좀 부탁드려요ㅠㅠㅠㅠㅠ"
"164","#94482번째울림
2017. 09. 15. 오후
<사랑>
누나 나 좋아하는거 맞아..? 한 순간의 감정에 휩싸여서 그런거야 아니면 진짜로 날 좋아하는거야..? 데자뷰 같네..결국 나 혼자 매달리게 되는 사랑. 이제는 정말 너무 지치는데 왜 또 이렇게 된 걸까...이번 만큼은 아니라고 생각했는데. 모든게 후회스럽네. 나도 누구한테 사랑 받는다는 느낌 받고 싶은데. 이번에도 그때와 똑같이 끝난다면 사랑이라는 걸 내가 다시 할 수 있을까. 오늘은 혼자 술이나 진탕 마시면 딱 좋은 하루 같네ㅎㅎ 혼자 술 마시기 싫었는데.. 정말 우울하다. 잠깐이나마 힘들었던걸 잊었는데 갑자기 모든게 다시 한번 힘들어진다. 견디기 힘들 정도로."
"165","#94481번째울림
2017. 09. 15. 오후
<사는얘기>
대ㅡ신 (대빵 신난다!)
씻으니까 정말 기분이 좋네요!
난 깨끗하다!

-침대에서 욕실까지 3시간 24분만에 간 귀요미"
"166","#94480번째울림
2017. 09. 15. 오후
<인간관계>
너 히오스도 하니?ㅎㅎ
너 맘에 들어 매력넘치는구나"
"167","#94479번째울림
2017. 09. 15. 오후
<인간관계>
동아리 친구들아...우리 제발 친해지자...술도마시고... 빼지말고... 나만 우리 동아리 애끼냐"
"168","#94478번째울림
2017. 09. 15. 오후
<인간관계>
엄마아빠한테 한 가장 성공적인 거짓말은 내가 거짓말을 못한다고 알고 계신 거다"
"169","#94477번째울림
2017. 09. 15. 오후
<사랑>
전 여자친구가 참 좋은데 여자친구는 저랑 있을 때보다 자기 친구들이랑 있을 때 더 즐거워 하는 것 같아요.전 여자친구 목소리가 듣고 싶어서 전화 자주 하는데 여자친구는 취할 때 빼고는 먼저 전화 건 적이 거의 없어요. 전 사랑한다 보고싶다 애정표현 먼저 많이 해주는데 여자친구는 저한테 머 받았을 때만 먼저 해줘요.전 여자친구의 모든 일상이 궁금한데 여자친구는 대답하기만 바쁘지 궁금하지는 않은가봐요. 아무리 사랑이 기브앤테이크가 아니지만.. 왜 전 사랑을 받고 있는 것보다 사랑을 갈구하고 있다는 느낌을 받는 걸까요.."
